Base,State,CONUS/OCONUS,MAJCOM,NAF,Wing,Group,Unit
Scott Air Force Base,IL,CONUS,ACC,16 AF,67 CYBERSPACE WING,567 CYBER OPERATIONS GROUP,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,ACC,16 AF,67 CYBERSPACE WING,67 CYBER OPERATIONS GROUP,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,ACC,16 AF,67 CYBERSPACE WING,HQ,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,ACC,16 AF,688 CYBERSPACE WING,26 CYBER OPERATIONS GROUP,HQ
Tinker Air Force Base,OK,CONUS,ACC,16 AF,688 CYBERSPACE WING,38 CYBERSPACE E I GROUP,HQ
Robins Air Force Base,GA,CONUS,ACC,16 AF,688 CYBERSPACE WING,5 COMBAT COMM GROUP,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,ACC,16 AF,688 CYBERSPACE WING,690 CYBER OPERATIONS GROUP,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,ACC,16 AF,688 CYBERSPACE WING,HQ,HQ
Joint Base Elmendorf-Richardson,AK,OCONUS,ACC,16 AF,70 ISRW,373 INTL-SURVEIL-RECON GROUP,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,ACC,16 AF,70 ISRW,543 INTL-SURVEIL-RECON GROUP,HQ
Peterson Space Force Base,CO,CONUS,ACC,16 AF,70 ISRW,544 INTL-SURVEIL-RECON GROUP,HQ
Fort George Meade,MD,CONUS,ACC,16 AF,70 ISRW,659 INTL-SURVEIL-RECON GROUP,HQ
Fort George Meade,MD,CONUS,ACC,16 AF,70 ISRW,691 INTL-SURVEIL-RECON GROUP,HQ
Fort George Meade,MD,CONUS,ACC,16 AF,70 ISRW,707 INTL-SURVEIL-RECON GROUP,HQ
Fort George Meade,MD,CONUS,ACC,16 AF,70 ISRW,HQ,HQ
Beale Air Force Base,CA,CONUS,ACC,16 AF,9 RW,HQ,HQ
Patrick Space Force Base,FL,CONUS,ACC,16 AF,AFTAC,709 SUPPORT GROUP,HQ
Patrick Space Force Base,FL,CONUS,ACC,16 AF,AFTAC,709 SUR AND ANL GROUP,HQ
Patrick Space Force Base,FL,CONUS,ACC,16 AF,AFTAC,HQ,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,ACC,16 AF,16 AF,HQ,HQ
Joint Base Andrews,MD,CONUS,AMC,18 AF,89 AIRLIFT WING,89 OPERATIONS GROUP,1 AIRLIFT SQUADRON
Joint Base Charleston,SC,CONUS,AMC,18 AF,437 AIRLIFT WING,437 OPERATIONS GROUP,14 AIRLIFT SQUADRON
Joint Base Charleston,SC,CONUS,AMC,18 AF,437 AIRLIFT WING,437 OPERATIONS GROUP,15 AIRLIFT SQUADRON
Joint Base Charleston,SC,CONUS,AMC,18 AF,437 AIRLIFT WING,437 OPERATIONS GROUP,16 AIRLIFT SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MAINTENANCE GROUP,19 AIRCRAFT MAINT SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MISSION SUPPORT GROUP,19 CES
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MISSION SUPPORT GROUP,19 COMMUNICATIONS SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,HQ,19 COMPTROLLER SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MISSION SUPPORT GROUP,19 CONTRACTING SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MISSION SUPPORT GROUP,19 FORCE SUPPORT SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MEDICAL GROUP,19 HEALTHCARE OPS SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MISSION SUPPORT GROUP,19 LOGISTICS READINES SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MAINTENANCE GROUP,19 MAINTENANCE SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MEDICAL GROUP,19 MEDICAL SUPPORT SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MEDICAL GROUP,19 OP MED READINESS SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 OPERATIONS GROUP,19 OPERATIONS SUPPORT SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 MISSION SUPPORT GROUP,19 SFS
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AMC,18 AF,305 AMW,305 OPERATIONS GROUP,2 AIR REFUELING SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 OPERATIONS GROUP,21 AIRLIFT SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MAINTENANCE GROUP,22 AIRCRAFT MAINT SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MAINTENANCE GROUP,22 AIRCRAFT MAINT SQUADRON (DET 46)
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 OPERATIONS GROUP,22 AIRLIFT SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MISSION SUPPORT GROUP,22 CES
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MISSION SUPPORT GROUP,22 COMMUNICATIONS SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,HQ,22 COMPTROLLER SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MISSION SUPPORT GROUP,22 CONTRACTING SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MISSION SUPPORT GROUP,22 FORCE SUPPORT SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MEDICAL GROUP,22 HEALTHCARE OPS SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MISSION SUPPORT GROUP,22 LOGISTICS READINES SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MAINTENANCE GROUP,22 MAINTENANCE SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MEDICAL GROUP,22 MEDICAL SUPPORT SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MEDICAL GROUP,22 OP MED READINESS SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 OPERATIONS GROUP,22 OPERATIONS GROUP (DET 1)
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 OPERATIONS GROUP,22 OPERATIONS SUPPORT SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 MISSION SUPPORT GROUP,22 SFS
Scott Air Force Base,IL,CONUS,AMC,18 AF,443 AEROSPACE EXP WING,443 OPERATIONS GROUP,28 AIR REFUELING SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,18 AF,491 AEROSPACE EXP GROUP,3 AIR MOBILITY SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 OPERATIONS GROUP,3 AIRLIFT SQUADRON
"DIEGO GARCIA NSA NYI, D",GO,OCONUS,AMC,18 AF,18 AF,HQ,302 AIRLIFT SQUADRON
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AMC,18 AF,305 AMW,305 MAINTENANCE GROUP,305 AERIAL PORT SQUADRON
BALTIMORE WASHING CAP,MD,CONUS,AMC,18 AF,305 AMW,305 MAINTENANCE GROUP,305 AERIAL PORT SQUADRON (DET 1)
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AMC,18 AF,305 AMW,305 MAINTENANCE GROUP,305 AIRCRAFT MAINT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,443 AEROSPACE EXP WING,443 OPERATIONS GROUP,305 AIRLIFT SQUADRON
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AMC,18 AF,305 AMW,305 MAINTENANCE GROUP,305 MAINTENANCE SQUADRON
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AMC,18 AF,305 AMW,305 OPERATIONS GROUP,305 OPERATIONS SUPPORT SQUADRON
Joint Base McGuire-Dix-Lakehurst,NJ,CONUS,AMC,18 AF,305 AMW,305 OPERATIONS GROUP,305 OPERATIONS SUPPORT SQUADRON (DET 1)
Joint Base Andrews,MD,CONUS,AMC,18 AF,89 AIRLIFT WING,89 OPERATIONS GROUP,306 AIRLIFT SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 OPERATIONS GROUP,310 AIRLIFT SQUADRON
Dyess Air Force Base,TX,CONUS,AMC,18 AF,317 AW,317 MAINTENANCE GROUP,317 AIRCRAFT MAINT SQUADRON
Dyess Air Force Base,TX,CONUS,AMC,18 AF,317 AW,317 MAINTENANCE GROUP,317 MAINTENANCE SQUADRON
Dyess Air Force Base,TX,CONUS,AMC,18 AF,317 AW,317 OPERATIONS GROUP,317 OPERATIONS SUPPORT SQUADRON
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AMC,18 AF,305 AMW,305 OPERATIONS GROUP,32 AIR REFUELING SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 OPERATIONS GROUP,34 COMBAT TS
Fort POLK AIN,LA,CONUS,AMC,18 AF,19 AW,19 OPERATIONS GROUP,34 COMBAT TS (DET 1)
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 OPERATIONS GROUP,344 AIR REFUELING SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 OPERATIONS GROUP,349 AIR REFUELING SQUADRON
McConnell Air Force Base,KS,CONUS,AMC,18 AF,22 ARW,22 OPERATIONS GROUP,350 AIR REFUELING SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,375 AEROMED EVAC SQUADRON
Wright-Patterson Air Force Base,OH,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,375 AEROMED EVAC TRNG SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MEDICAL GROUP,375 AEROSPACE MEDICINE SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MISSION SUPPORT GROUP,375 CES
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 COMMUNICATIONS GROUP,375 COMMUNICATIONS SPT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 COMMUNICATIONS GROUP,375 COMMUNICATIONS SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,HQ,375 COMPTROLLER SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MISSION SUPPORT GROUP,375 CONTRACTING SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MEDICAL GROUP,375 DENTAL SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MISSION SUPPORT GROUP,375 FORCE SUPPORT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MISSION SUPPORT GROUP,375 LOGISTICS READINES SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MEDICAL GROUP,375 MEDICAL GROUP (OL AFST)
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MEDICAL GROUP,375 MEDICAL GROUP (OL MLST)
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MEDICAL GROUP,375 MEDICAL OPERATIONS SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MEDICAL GROUP,375 MEDICAL SUPPORT SQUADRON
ST LOUIS City,MO,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MISSION SUPPORT GROUP,375 MISSION SUPPORT GROUP (OL FEB)
Will Rogers World Airport (Tinker AFB),OK,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,375 OPERATIONS GROUP (DET 1)
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,375 OPERATIONS SUPPORT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 MISSION SUPPORT GROUP,375 SFS
Fairchild Air Force Base,WA,CONUS,AMC,18 AF,92 AIR REFUELING WING,92 OPERATIONS GROUP,384 AIR REFUELING SQUADRON
Dyess Air Force Base,TX,CONUS,AMC,18 AF,317 AW,317 OPERATIONS GROUP,39 AIRLIFT SQUADRON
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,62 OPERATIONS GROUP,4 AIRLIFT SQUADRON
Dyess Air Force Base,TX,CONUS,AMC,18 AF,317 AW,317 OPERATIONS GROUP,40 AIRLIFT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,443 AEROSPACE EXP WING,443 OPERATIONS GROUP,41 AIR REFUELING SQUADRON
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 OPERATIONS GROUP,41 AIRLIFT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,443 AEROSPACE EXP WING,443 OPERATIONS GROUP,43 AIR REFUELING SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MAINTENANCE GROUP,436 AERIAL PORT SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MAINTENANCE GROUP,436 AIRCRAFT MAINT SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MISSION SUPPORT GROUP,436 CES
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MISSION SUPPORT GROUP,436 COMMUNICATIONS SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,HQ,436 COMPTROLLER SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MISSION SUPPORT GROUP,436 CONTRACTING SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MISSION SUPPORT GROUP,436 FORCE SUPPORT SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MEDICAL GROUP,436 HEALTHCARE OPS SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MISSION SUPPORT GROUP,436 LOGISTICS READINES SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MAINTENANCE GROUP,436 MAINTENANCE SQUADRON
Westover Air Reserve Base,MA,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MAINTENANCE GROUP,436 MAINTENANCE SQUADRON (OL A)
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MEDICAL GROUP,436 MEDICAL SUPPORT SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MEDICAL GROUP,436 OP MED READINESS SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 OPERATIONS GROUP,436 OPERATIONS SUPPORT SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MISSION SUPPORT GROUP,436 SFS
Joint Base Charleston,SC,CONUS,AMC,18 AF,437 AIRLIFT WING,437 MAINTENANCE GROUP,437 AERIAL PORT SQUADRON
Joint Base Charleston,SC,CONUS,AMC,18 AF,437 AIRLIFT WING,437 MAINTENANCE GROUP,437 AIRCRAFT MAINT SQUADRON
Joint Base Charleston,SC,CONUS,AMC,18 AF,437 AIRLIFT WING,437 MAINTENANCE GROUP,437 MAINTENANCE SQUADRON
Joint Base Charleston,SC,CONUS,AMC,18 AF,437 AIRLIFT WING,437 OPERATIONS GROUP,437 OPERATIONS GROUP (OL SMSM)
Joint Base Charleston,SC,CONUS,AMC,18 AF,437 AIRLIFT WING,437 OPERATIONS GROUP,437 OPERATIONS SUPPORT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,443 AEROSPACE EXP WING,443 OPERATIONS GROUP,443 AERIAL PORT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,443 AEROSPACE EXP WING,443 OPERATIONS GROUP,443 OPERATIONS SUPPORT SQUADRON
Joint Base Andrews,MD,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,457 AIRLIFT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,458 AIRLIFT SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 OPERATIONS GROUP,50 AIR REFUELING SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,54 AIRLIFT SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 OPERATIONS GROUP,6 AIR REFUELING SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MAINTENANCE GROUP,6 AIRCRAFT MAINT SQUADRON
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AMC,18 AF,305 AMW,305 OPERATIONS GROUP,6 AIRLIFT SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MISSION SUPPORT GROUP,6 CES
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MISSION SUPPORT GROUP,6 COMMUNICATIONS SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,HQ,6 COMPTROLLER SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MISSION SUPPORT GROUP,6 CONTRACTING SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MISSION SUPPORT GROUP,6 FORCE SUPPORT SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MEDICAL GROUP,6 HEALTHCARE OPS SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MISSION SUPPORT GROUP,6 LOGISTICS READINES SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MAINTENANCE GROUP,6 MAINTENANCE SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 OPERATIONS GROUP,6 MEDICAL GROUP (OL AFST)
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MEDICAL GROUP,6 MEDICAL GROUP (OL MLST)
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MEDICAL GROUP,6 MEDICAL SUPPORT SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MEDICAL GROUP,6 OP MED READINESS SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 OPERATIONS GROUP,6 OPERATIONS GROUP (DET 1)
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 OPERATIONS GROUP,6 OPERATIONS SUPPORT SQUADRON
MacDill Air Force Base,FL,CONUS,AMC,18 AF,6 AIR REFUELING WING,6 MISSION SUPPORT GROUP,6 SFS
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MAINTENANCE GROUP,60 AERIAL PORT SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 AEROSPACE MEDICINE SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MAINTENANCE GROUP,60 AIRCRAFT MAINT SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MISSION SUPPORT GROUP,60 CES
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MISSION SUPPORT GROUP,60 COMMUNICATIONS SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,HQ,60 COMPTROLLER SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MISSION SUPPORT GROUP,60 CONTRACTING SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 DENTAL SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 DIAG THERAPEUTIC SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MISSION SUPPORT GROUP,60 FORCE SUPPORT SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 INPATIENT OPS SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MISSION SUPPORT GROUP,60 LOGISTICS READINES SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MAINTENANCE GROUP,60 MAINTENANCE SQUADRON
San Francisco City,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 MEDICAL GROUP (OL A)
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 MEDICAL GROUP (OL AFST)
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 MEDICAL GROUP (OL MLST)
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 MEDICAL OPERATIONS SQUADRON
McClellan Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 MEDICAL OPERATIONS SQUADRON (OL A)
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 MEDICAL SUPPORT SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 MEDICAL SUPPORT SQUADRON (OL PAT)
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 OPERATIONS GROUP,60 OPERATIONS SUPPORT SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MISSION SUPPORT GROUP,60 SFS
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MEDICAL GROUP,60 SURGICAL OPS SQUADRON
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AMC,18 AF,305 AMW,305 MAINTENANCE GROUP,605 AIRCRAFT MAINT SQUADRON
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AMC,18 AF,305 AMW,305 MAINTENANCE GROUP,605 AIRCRAFT MAINT SQUADRON (DET 46)
Little Rock Air Force Base,AR,CONUS,AMC,18 AF,19 AW,19 OPERATIONS GROUP,61 AIRLIFT SQUADRON
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,62 MAINTENANCE GROUP,62 AERIAL PORT SQUADRON
SEATTLE City,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,62 MAINTENANCE GROUP,62 AERIAL PORT SQUADRON (OL A)
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,62 MAINTENANCE GROUP,62 AIRCRAFT MAINT SQUADRON
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,HQ,62 COMPTROLLER SQUADRON
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,62 MAINTENANCE GROUP,62 MAINTENANCE SQUADRON
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,HQ,62 MEDICAL SQUADRON
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,HQ,62 MEDICAL SQUADRON (OL AFST)
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,HQ,62 MEDICAL SQUADRON (OL SMSM)
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,62 OPERATIONS GROUP,62 OPERATIONS SUPPORT SQUADRON
PEASE Air Force Base,NH,CONUS,AMC,18 AF,22 ARW,22 OPERATIONS GROUP,64 AIR REFUELING SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MAINTENANCE GROUP,660 AIRCRAFT MAINT SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MAINTENANCE GROUP,660 AIRCRAFT MAINT SQUADRON (DET 46)
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,62 OPERATIONS GROUP,7 AIRLIFT SQUADRON
Dover Air Force Base,DE,CONUS,AMC,18 AF,436 AIRLIFT WING,436 MAINTENANCE GROUP,736 AIRCRAFT MAINT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,443 AEROSPACE EXP WING,443 OPERATIONS GROUP,744 AIRLIFT SQUADRON
Joint Base San Antonio Lackland AFB,TX,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,775 AEROMED EVAC FLIGHT
Joint Base Andrews,MD,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,775 AEROMED EVAC FLIGHT (DET 1)
Travis Air Force Base,CA,CONUS,AMC,18 AF,375 AIR MOBILITY WING,375 OPERATIONS GROUP,775 AEROMED EVAC FLIGHT (DET 2)
Scott Air Force Base,IL,CONUS,AMC,18 AF,18 AF,491 AEROSPACE EXP GROUP,779 AIRLIFT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,443 AEROSPACE EXP WING,443 OPERATIONS GROUP,781 AIRLIFT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,443 AEROSPACE EXP WING,443 OPERATIONS GROUP,782 AIRLIFT SQUADRON
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AMC,18 AF,62 AIRLIFT WING,62 OPERATIONS GROUP,8 AIRLIFT SQUADRON
Scott Air Force Base,IL,CONUS,AMC,18 AF,18 AF,491 AEROSPACE EXP GROUP,817 AIRLIFT SQUADRON
Travis Air Force Base,CA,CONUS,AMC,18 AF,60 AIR MOBILITY WING,60 MAINTENANCE GROUP,860 AIRCRAFT MAINT SQUADRON
